int(self),DRONE_MODE,TARGET_MODE,nb_drones_init,nb_target_init,no_of_target,minor_cell_side,major_cell_side,droneBatteryCapacity,rescue_sensitivity,cur_energy_consumed,cur_avg_target_hit_time
4779,Back N Fro,Static,21,16,0,2,2,1000,2.0,0.1485238095238097,2.8125
4780,Back N Fro,Dnyamic,21,16,0,2,2,1000,2.0,0.02709523809523812,0.5
4781,Back N Fro,Sourced,21,16,0,2,2,1000,2.0,0.02709523809523812,0.5
4782,Back N Fro,Static,21,21,0,2,2,1000,2.0,0.1485238095238097,2.142857142857143
4783,Back N Fro,Dnyamic,21,21,0,2,2,1000,2.0,0.07409523809523816,1.0476190476190477
4784,Back N Fro,Sourced,21,21,0,2,2,1000,2.0,0.04809523809523813,0.6666666666666666
4785,Back N Fro,Static,21,26,0,2,2,1000,2.0,0.1485238095238097,1.7307692307692308
4786,Back N Fro,Dnyamic,21,26,0,2,2,1000,2.0,0.06600000000000007,0.7692307692307693
4787,Back N Fro,Sourced,21,26,0,2,2,1000,2.0,0.0445238095238096,0.5
4788,Back N Fro,Static,21,31,0,2,2,1000,2.0,0.1485238095238097,1.4516129032258065
4789,Back N Fro,Dnyamic,21,31,0,2,2,1000,2.0,0.09200000000000014,0.9032258064516129
4790,Back N Fro,Sourced,21,31,0,2,2,1000,2.0,0.03538095238095234,0.3548387096774194
4791,Back N Fro,Static,21,36,0,2,2,1000,2.0,0.1485238095238097,1.25
4792,Back N Fro,Dnyamic,21,36,0,2,2,1000,2.0,0.07409523809523816,0.6111111111111112
4793,Back N Fro,Sourced,21,36,0,2,2,1000,2.0,0.05504761904761905,0.4722222222222222
4794,Back N Fro,Static,21,41,0,2,2,1000,2.0,0.1485238095238097,1.0975609756097562
4795,Back N Fro,Dnyamic,21,41,0,2,2,1000,2.0,0.07890476190476192,0.5853658536585366
4796,Back N Fro,Sourced,21,41,0,2,2,1000,2.0,0.05780952380952384,0.43902439024390244
4797,Back N Fro,Static,21,46,0,2,2,1000,2.0,0.1485238095238097,0.9782608695652174
4798,Back N Fro,Dnyamic,21,46,0,2,2,1000,2.0,0.05504761904761905,0.3695652173913043
4799,Back N Fro,Sourced,21,46,0,2,2,1000,2.0,0.07052380952380952,0.45652173913043476
4800,Back N Fro,Static,21,1,0,2,2,2000,0.5,0.07426190476190289,45.0
4801,Back N Fro,Dnyamic,21,1,0,2,2,2000,0.5,0.0116904761904759,6.0
4802,Back N Fro,Sourced,21,1,0,2,2,2000,0.5,0.02404761904761844,14.0
4803,Back N Fro,Static,21,6,0,2,2,2000,0.5,0.07426190476190289,7.5
4804,Back N Fro,Dnyamic,21,6,0,2,2,2000,0.5,0.03299999999999916,3.3333333333333335
4805,Back N Fro,Sourced,21,6,0,2,2,2000,0.5,0.0116904761904759,1.0
4806,Back N Fro,Static,21,11,0,2,2,2000,0.5,0.07426190476190289,4.090909090909091
4807,Back N Fro,Dnyamic,21,11,0,2,2,2000,0.5,0.02528571428571365,1.3636363636363635
4808,Back N Fro,Sourced,21,11,0,2,2,2000,0.5,0.01259523809523778,0.6363636363636364
4809,Back N Fro,Static,21,16,0,2,2,2000,0.5,0.07426190476190289,2.8125
4810,Back N Fro,Dnyamic,21,16,0,2,2,2000,0.5,0.01590476190476148,0.625
4811,Back N Fro,Sourced,21,16,0,2,2,2000,0.5,0.0135476190476187,0.5
4812,Back N Fro,Static,21,21,0,2,2,2000,0.5,0.07426190476190289,2.142857142857143
4813,Back N Fro,Dnyamic,21,21,0,2,2,2000,0.5,0.06126190476190322,1.7619047619047619
4814,Back N Fro,Sourced,21,21,0,2,2,2000,0.5,0.01590476190476148,0.47619047619047616
4815,Back N Fro,Static,21,26,0,2,2,2000,0.5,0.07426190476190289,1.7307692307692308
4816,Back N Fro,Dnyamic,21,26,0,2,2,2000,0.5,0.0306904761904754,0.7307692307692307
4817,Back N Fro,Sourced,21,26,0,2,2,2000,0.5,0.03704761904761812,0.8461538461538461
4818,Back N Fro,Static,21,31,0,2,2,2000,0.5,0.07426190476190289,1.4516129032258065
4819,Back N Fro,Dnyamic,21,31,0,2,2,2000,0.5,0.02890476190476116,0.5806451612903226
4820,Back N Fro,Sourced,21,31,0,2,2,2000,0.5,0.01999999999999948,0.3870967741935484
4821,Back N Fro,Static,21,36,0,2,2,2000,0.5,0.07426190476190289,1.25
4822,Back N Fro,Dnyamic,21,36,0,2,2,2000,0.5,0.04369047619047508,0.75
4823,Back N Fro,Sourced,21,36,0,2,2,2000,0.5,0.02890476190476116,0.5
4824,Back N Fro,Static,21,41,0,2,2,2000,0.5,0.07426190476190289,1.0975609756097562
4825,Back N Fro,Dnyamic,21,41,0,2,2,2000,0.5,0.04826190476190355,0.7073170731707317
4826,Back N Fro,Sourced,21,41,0,2,2,2000,0.5,0.01999999999999948,0.2926829268292683
4827,Back N Fro,Static,21,46,0,2,2,2000,0.5,0.07426190476190289,0.9782608695652174
4828,Back N Fro,Dnyamic,21,46,0,2,2,2000,0.5,0.02528571428571365,0.32608695652173914
4829,Back N Fro,Sourced,21,46,0,2,2,2000,0.5,0.02226190476190419,0.2826086956521739
4830,Back N Fro,Static,21,1,0,2,2,2000,1.0,0.07426190476190289,45.0
4831,Back N Fro,Dnyamic,21,1,0,2,2,2000,1.0,0.0116904761904759,6.0
4832,Back N Fro,Sourced,21,1,0,2,2,2000,1.0,0.02404761904761844,14.0
4833,Back N Fro,Static,21,6,0,2,2,2000,1.0,0.07426190476190289,7.5
4834,Back N Fro,Dnyamic,21,6,0,2,2,2000,1.0,0.03299999999999916,3.3333333333333335
4835,Back N Fro,Sourced,21,6,0,2,2,2000,1.0,0.01014285714285688,0.8333333333333334
4836,Back N Fro,Static,21,11,0,2,2,2000,1.0,0.07426190476190289,4.090909090909091
4837,Back N Fro,Dnyamic,21,11,0,2,2,2000,1.0,0.0306904761904754,1.7272727272727273
4838,Back N Fro,Sourced,21,11,0,2,2,2000,1.0,0.01014285714285688,0.45454545454545453
4839,Back N Fro,Static,21,16,0,2,2,2000,1.0,0.07426190476190289,2.8125
4840,Back N Fro,Dnyamic,21,16,0,2,2,2000,1.0,0.03828571428571333,1.4375
4841,Back N Fro,Sourced,21,16,0,2,2,2000,1.0,0.0135476190476187,0.5
4842,Back N Fro,Static,21,21,0,2,2,2000,1.0,0.07426190476190289,2.142857142857143
4843,Back N Fro,Dnyamic,21,21,0,2,2,2000,1.0,0.05128571428571299,1.4761904761904763
4844,Back N Fro,Sourced,21,21,0,2,2,2000,1.0,0.02404761904761844,0.6666666666666666
4845,Back N Fro,Static,21,26,0,2,2,2000,1.0,0.07426190476190289,1.7307692307692308
4846,Back N Fro,Dnyamic,21,26,0,2,2,2000,1.0,0.03299999999999916,0.7692307692307693
4847,Back N Fro,Sourced,21,26,0,2,2,2000,1.0,0.01452380952380914,0.34615384615384615
4848,Back N Fro,Static,21,31,0,2,2,2000,1.0,0.07426190476190289,1.4516129032258065
4849,Back N Fro,Dnyamic,21,31,0,2,2,2000,1.0,0.0405238095238085,0.8064516129032258
4850,Back N Fro,Sourced,21,31,0,2,2,2000,1.0,0.01769047619047572,0.3548387096774194
4851,Back N Fro,Static,21,36,0,2,2,2000,1.0,0.07426190476190289,1.25
4852,Back N Fro,Dnyamic,21,36,0,2,2,2000,1.0,0.03945238095237996,0.6666666666666666
4853,Back N Fro,Sourced,21,36,0,2,2,2000,1.0,0.02752380952380882,0.4722222222222222
4854,Back N Fro,Static,21,41,0,2,2,2000,1.0,0.07426190476190289,1.0975609756097562
4855,Back N Fro,Dnyamic,21,41,0,2,2,2000,1.0,0.02528571428571365,0.36585365853658536
4856,Back N Fro,Sourced,21,41,0,2,2,2000,1.0,0.02890476190476116,0.43902439024390244
4857,Back N Fro,Static,21,46,0,2,2,2000,1.0,0.07426190476190289,0.9782608695652174
4858,Back N Fro,Dnyamic,21,46,0,2,2,2000,1.0,0.02890476190476116,0.391304347826087
4859,Back N Fro,Sourced,21,46,0,2,2,2000,1.0,0.03526190476190387,0.45652173913043476
4860,Back N Fro,Static,21,1,0,2,2,2000,1.5,0.07426190476190289,45.0
4861,Back N Fro,Dnyamic,21,1,0,2,2,2000,1.5,0.0116904761904759,6.0
4862,Back N Fro,Sourced,21,1,0,2,2,2000,1.5,0.02404761904761844,14.0
4863,Back N Fro,Static,21,6,0,2,2,2000,1.5,0.07426190476190289,7.5
4864,Back N Fro,Dnyamic,21,6,0,2,2,2000,1.5,0.03299999999999916,3.3333333333333335
4865,Back N Fro,Sourced,21,6,0,2,2,2000,1.5,0.01014285714285688,0.8333333333333334
4866,Back N Fro,Static,21,11,0,2,2,2000,1.5,0.07426190476190289,4.090909090909091
4867,Back N Fro,Dnyamic,21,11,0,2,2,2000,1.5,0.0306904761904754,1.7272727272727273
4868,Back N Fro,Sourced,21,11,0,2,2,2000,1.5,0.01014285714285688,0.45454545454545453
4869,Back N Fro,Static,21,16,0,2,2,2000,1.5,0.07426190476190289,2.8125
4870,Back N Fro,Dnyamic,21,16,0,2,2,2000,1.5,0.03828571428571333,1.4375
4871,Back N Fro,Sourced,21,16,0,2,2,2000,1.5,0.0135476190476187,0.5
4872,Back N Fro,Static,21,21,0,2,2,2000,1.5,0.07426190476190289,2.142857142857143
4873,Back N Fro,Dnyamic,21,21,0,2,2,2000,1.5,0.05128571428571299,1.4761904761904763
4874,Back N Fro,Sourced,21,21,0,2,2,2000,1.5,0.02404761904761844,0.6666666666666666
4875,Back N Fro,Static,21,26,0,2,2,2000,1.5,0.07426190476190289,1.7307692307692308
4876,Back N Fro,Dnyamic,21,26,0,2,2,2000,1.5,0.03526190476190387,0.8076923076923077
4877,Back N Fro,Sourced,21,26,0,2,2,2000,1.5,0.03526190476190387,0.8076923076923077
4878,Back N Fro,Static,21,31,0,2,2,2000,1.5,0.07426190476190289,1.4516129032258065
4879,Back N Fro,Dnyamic,21,31,0,2,2,2000,1.5,0.0405238095238085,0.8064516129032258
4880,Back N Fro,Sourced,21,31,0,2,2,2000,1.5,0.01769047619047572,0.3548387096774194
4881,Back N Fro,Static,21,36,0,2,2,2000,1.5,0.07426190476190289,1.25
4882,Back N Fro,Dnyamic,21,36,0,2,2,2000,1.5,0.03945238095237996,0.6666666666666666
4883,Back N Fro,Sourced,21,36,0,2,2,2000,1.5,0.02890476190476116,0.5
4884,Back N Fro,Static,21,41,0,2,2,2000,1.5,0.07426190476190289,1.0975609756097562
4885,Back N Fro,Dnyamic,21,41,0,2,2,2000,1.5,0.02528571428571365,0.36585365853658536
4886,Back N Fro,Sourced,21,41,0,2,2,2000,1.5,0.02890476190476116,0.43902439024390244
4887,Back N Fro,Static,21,46,0,2,2,2000,1.5,0.07426190476190289,0.9782608695652174
4888,Back N Fro,Dnyamic,21,46,0,2,2,2000,1.5,0.02890476190476116,0.391304347826087
4889,Back N Fro,Sourced,21,46,0,2,2,2000,1.5,0.02404761904761844,0.30434782608695654
4890,Back N Fro,Static,21,1,0,2,2,2000,2.0,0.07426190476190289,45.0
4891,Back N Fro,Dnyamic,21,1,0,2,2,2000,2.0,0.0116904761904759,6.0
4892,Back N Fro,Sourced,21,1,0,2,2,2000,2.0,0.02404761904761844,14.0
4893,Back N Fro,Static,21,6,0,2,2,2000,2.0,0.07426190476190289,7.5
4894,Back N Fro,Dnyamic,21,6,0,2,2,2000,2.0,0.03299999999999916,3.3333333333333335
4895,Back N Fro,Sourced,21,6,0,2,2,2000,2.0,0.01014285714285688,0.8333333333333334
4896,Back N Fro,Static,21,11,0,2,2,2000,2.0,0.07426190476190289,4.090909090909091
4897,Back N Fro,Dnyamic,21,11,0,2,2,2000,2.0,0.0306904761904754,1.7272727272727273
4898,Back N Fro,Sourced,21,11,0,2,2,2000,2.0,0.01014285714285688,0.45454545454545453
4899,Back N Fro,Static,21,16,0,2,2,2000,2.0,0.07426190476190289,2.8125
4900,Back N Fro,Dnyamic,21,16,0,2,2,2000,2.0,0.0135476190476187,0.5
4901,Back N Fro,Sourced,21,16,0,2,2,2000,2.0,0.0135476190476187,0.5
4902,Back N Fro,Static,21,21,0,2,2,2000,2.0,0.07426190476190289,2.142857142857143
4903,Back N Fro,Dnyamic,21,21,0,2,2,2000,2.0,0.03704761904761812,1.0476190476190477
4904,Back N Fro,Sourced,21,21,0,2,2,2000,2.0,0.02404761904761844,0.6666666666666666
4905,Back N Fro,Static,21,26,0,2,2,2000,2.0,0.07426190476190289,1.7307692307692308
4906,Back N Fro,Dnyamic,21,26,0,2,2,2000,2.0,0.03299999999999916,0.7692307692307693
4907,Back N Fro,Sourced,21,26,0,2,2,2000,2.0,0.02226190476190419,0.5
4908,Back N Fro,Static,21,31,0,2,2,2000,2.0,0.07426190476190289,1.4516129032258065
4909,Back N Fro,Dnyamic,21,31,0,2,2,2000,2.0,0.04599999999999883,0.9032258064516129
4910,Back N Fro,Sourced,21,31,0,2,2,2000,2.0,0.01769047619047572,0.3548387096774194
4911,Back N Fro,Static,21,36,0,2,2,2000,2.0,0.07426190476190289,1.25
4912,Back N Fro,Dnyamic,21,36,0,2,2,2000,2.0,0.03704761904761812,0.6111111111111112
4913,Back N Fro,Sourced,21,36,0,2,2,2000,2.0,0.02752380952380882,0.4722222222222222
4914,Back N Fro,Static,21,41,0,2,2,2000,2.0,0.07426190476190289,1.0975609756097562
4915,Back N Fro,Dnyamic,21,41,0,2,2,2000,2.0,0.03945238095237996,0.5853658536585366
4916,Back N Fro,Sourced,21,41,0,2,2,2000,2.0,0.02890476190476116,0.43902439024390244
4917,Back N Fro,Static,21,46,0,2,2,2000,2.0,0.07426190476190289,0.9782608695652174
4918,Back N Fro,Dnyamic,21,46,0,2,2,2000,2.0,0.02752380952380882,0.3695652173913043
4919,Back N Fro,Sourced,21,46,0,2,2,2000,2.0,0.03526190476190387,0.45652173913043476
4920,Back N Fro,Static,21,1,0,2,2,3000,0.5,0.04950793650793738,45.0
4921,Back N Fro,Dnyamic,21,1,0,2,2,3000,0.5,0.00779365079365093,6.0
4922,Back N Fro,Sourced,21,1,0,2,2,3000,0.5,0.01603174603174631,14.0
4923,Back N Fro,Static,21,6,0,2,2,3000,0.5,0.04950793650793738,7.5
4924,Back N Fro,Dnyamic,21,6,0,2,2,3000,0.5,0.02200000000000037,3.3333333333333335
4925,Back N Fro,Sourced,21,6,0,2,2,3000,0.5,0.00779365079365093,1.0
4926,Back N Fro,Static,21,11,0,2,2,3000,0.5,0.04950793650793738,4.090909090909091
4927,Back N Fro,Dnyamic,21,11,0,2,2,3000,0.5,0.01685714285714315,1.3636363636363635
4928,Back N Fro,Sourced,21,11,0,2,2,3000,0.5,0.00839682539682554,0.6363636363636364
4929,Back N Fro,Static,21,16,0,2,2,3000,0.5,0.04950793650793738,2.8125
4930,Back N Fro,Dnyamic,21,16,0,2,2,3000,0.5,0.01060317460317477,0.625
4931,Back N Fro,Sourced,21,16,0,2,2,3000,0.5,0.00903174603174618,0.5
4932,Back N Fro,Static,21,21,0,2,2,3000,0.5,0.04950793650793738,2.142857142857143
4933,Back N Fro,Dnyamic,21,21,0,2,2,3000,0.5,0.04084126984127055,1.7619047619047619
4934,Back N Fro,Sourced,21,21,0,2,2,3000,0.5,0.01060317460317477,0.47619047619047616
4935,Back N Fro,Static,21,26,0,2,2,3000,0.5,0.04950793650793738,1.7307692307692308
4936,Back N Fro,Dnyamic,21,26,0,2,2,3000,0.5,0.0204603174603178,0.7307692307692307
4937,Back N Fro,Sourced,21,26,0,2,2,3000,0.5,0.02469841269841313,0.8461538461538461
4938,Back N Fro,Static,21,31,0,2,2,3000,0.5,0.04950793650793738,1.4516129032258065
4939,Back N Fro,Dnyamic,21,31,0,2,2,3000,0.5,0.01926984126984159,0.5806451612903226
4940,Back N Fro,Sourced,21,31,0,2,2,3000,0.5,0.01333333333333355,0.3870967741935484
4941,Back N Fro,Static,21,36,0,2,2,3000,0.5,0.04950793650793738,1.25
4942,Back N Fro,Dnyamic,21,36,0,2,2,3000,0.5,0.02912698412698462,0.75
4943,Back N Fro,Sourced,21,36,0,2,2,3000,0.5,0.01926984126984159,0.5
4944,Back N Fro,Static,21,41,0,2,2,3000,0.5,0.04950793650793738,1.0975609756097562
4945,Back N Fro,Dnyamic,21,41,0,2,2,3000,0.5,0.03217460317460373,0.7073170731707317
4946,Back N Fro,Sourced,21,41,0,2,2,3000,0.5,0.01333333333333355,0.2926829268292683
4947,Back N Fro,Static,21,46,0,2,2,3000,0.5,0.04950793650793738,0.9782608695652174
4948,Back N Fro,Dnyamic,21,46,0,2,2,3000,0.5,0.01685714285714315,0.32608695652173914
4949,Back N Fro,Sourced,21,46,0,2,2,3000,0.5,0.01484126984127009,0.2826086956521739
4950,Back N Fro,Static,21,1,0,2,2,3000,1.0,0.04950793650793738,45.0
4951,Back N Fro,Dnyamic,21,1,0,2,2,3000,1.0,0.00779365079365093,6.0
4952,Back N Fro,Sourced,21,1,0,2,2,3000,1.0,0.01603174603174631,14.0
4953,Back N Fro,Static,21,6,0,2,2,3000,1.0,0.04950793650793738,7.5
4954,Back N Fro,Dnyamic,21,6,0,2,2,3000,1.0,0.02200000000000037,3.3333333333333335
4955,Back N Fro,Sourced,21,6,0,2,2,3000,1.0,0.00676190476190487,0.8333333333333334
4956,Back N Fro,Static,21,11,0,2,2,3000,1.0,0.04950793650793738,4.090909090909091
4957,Back N Fro,Dnyamic,21,11,0,2,2,3000,1.0,0.0204603174603178,1.7272727272727273
4958,Back N Fro,Sourced,21,11,0,2,2,3000,1.0,0.00676190476190487,0.45454545454545453
4959,Back N Fro,Static,21,16,0,2,2,3000,1.0,0.04950793650793738,2.8125
4960,Back N Fro,Dnyamic,21,16,0,2,2,3000,1.0,0.02552380952380997,1.4375
4961,Back N Fro,Sourced,21,16,0,2,2,3000,1.0,0.00903174603174618,0.5
4962,Back N Fro,Static,21,21,0,2,2,3000,1.0,0.04950793650793738,2.142857142857143
4963,Back N Fro,Dnyamic,21,21,0,2,2,3000,1.0,0.03419047619047679,1.4761904761904763
4964,Back N Fro,Sourced,21,21,0,2,2,3000,1.0,0.01603174603174631,0.6666666666666666
4965,Back N Fro,Static,21,26,0,2,2,3000,1.0,0.04950793650793738,1.7307692307692308
4966,Back N Fro,Dnyamic,21,26,0,2,2,3000,1.0,0.02200000000000037,0.7692307692307693
4967,Back N Fro,Sourced,21,26,0,2,2,3000,1.0,0.00968253968253983,0.34615384615384615
4968,Back N Fro,Static,21,31,0,2,2,3000,1.0,0.04950793650793738,1.4516129032258065
4969,Back N Fro,Dnyamic,21,31,0,2,2,3000,1.0,0.02701587301587348,0.8064516129032258
4970,Back N Fro,Sourced,21,31,0,2,2,3000,1.0,0.01179365079365098,0.3548387096774194
4971,Back N Fro,Static,21,36,0,2,2,3000,1.0,0.04950793650793738,1.25
4972,Back N Fro,Dnyamic,21,36,0,2,2,3000,1.0,0.02630158730158776,0.6666666666666666
4973,Back N Fro,Sourced,21,36,0,2,2,3000,1.0,0.01834920634920665,0.4722222222222222
4974,Back N Fro,Static,21,41,0,2,2,3000,1.0,0.04950793650793738,1.0975609756097562
4975,Back N Fro,Dnyamic,21,41,0,2,2,3000,1.0,0.01685714285714315,0.36585365853658536
4976,Back N Fro,Sourced,21,41,0,2,2,3000,1.0,0.01926984126984159,0.43902439024390244
4977,Back N Fro,Static,21,46,0,2,2,3000,1.0,0.04950793650793738,0.9782608695652174
4978,Back N Fro,Dnyamic,21,46,0,2,2,3000,1.0,0.01926984126984159,0.391304347826087
4979,Back N Fro,Sourced,21,46,0,2,2,3000,1.0,0.02350793650793691,0.45652173913043476
4980,Back N Fro,Static,21,1,0,2,2,3000,1.5,0.04950793650793738,45.0
4981,Back N Fro,Dnyamic,21,1,0,2,2,3000,1.5,0.00779365079365093,6.0
4982,Back N Fro,Sourced,21,1,0,2,2,3000,1.5,0.01603174603174631,14.0
4983,Back N Fro,Static,21,6,0,2,2,3000,1.5,0.04950793650793738,7.5
4984,Back N Fro,Dnyamic,21,6,0,2,2,3000,1.5,0.02200000000000037,3.3333333333333335
4985,Back N Fro,Sourced,21,6,0,2,2,3000,1.5,0.00676190476190487,0.8333333333333334
4986,Back N Fro,Static,21,11,0,2,2,3000,1.5,0.04950793650793738,4.090909090909091
4987,Back N Fro,Dnyamic,21,11,0,2,2,3000,1.5,0.0204603174603178,1.7272727272727273
4988,Back N Fro,Sourced,21,11,0,2,2,3000,1.5,0.00676190476190487,0.45454545454545453
4989,Back N Fro,Static,21,16,0,2,2,3000,1.5,0.04950793650793738,2.8125
4990,Back N Fro,Dnyamic,21,16,0,2,2,3000,1.5,0.02552380952380997,1.4375
4991,Back N Fro,Sourced,21,16,0,2,2,3000,1.5,0.00903174603174618,0.5
4992,Back N Fro,Static,21,21,0,2,2,3000,1.5,0.04950793650793738,2.142857142857143
4993,Back N Fro,Dnyamic,21,21,0,2,2,3000,1.5,0.03419047619047679,1.4761904761904763
4994,Back N Fro,Sourced,21,21,0,2,2,3000,1.5,0.01603174603174631,0.6666666666666666
4995,Back N Fro,Static,21,26,0,2,2,3000,1.5,0.04950793650793738,1.7307692307692308
4996,Back N Fro,Dnyamic,21,26,0,2,2,3000,1.5,0.02350793650793691,0.8076923076923077
4997,Back N Fro,Sourced,21,26,0,2,2,3000,1.5,0.02350793650793691,0.8076923076923077
4998,Back N Fro,Static,21,31,0,2,2,3000,1.5,0.04950793650793738,1.4516129032258065
4999,Back N Fro,Dnyamic,21,31,0,2,2,3000,1.5,0.02701587301587348,0.8064516129032258
5000,Back N Fro,Sourced,21,31,0,2,2,3000,1.5,0.01179365079365098,0.3548387096774194
5001,Back N Fro,Static,21,36,0,2,2,3000,1.5,0.04950793650793738,1.25
5002,Back N Fro,Dnyamic,21,36,0,2,2,3000,1.5,0.02630158730158776,0.6666666666666666
5003,Back N Fro,Sourced,21,36,0,2,2,3000,1.5,0.01926984126984159,0.5
5004,Back N Fro,Static,21,41,0,2,2,3000,1.5,0.04950793650793738,1.0975609756097562
5005,Back N Fro,Dnyamic,21,41,0,2,2,3000,1.5,0.01685714285714315,0.36585365853658536
5006,Back N Fro,Sourced,21,41,0,2,2,3000,1.5,0.01926984126984159,0.43902439024390244
5007,Back N Fro,Static,21,46,0,2,2,3000,1.5,0.04950793650793738,0.9782608695652174
5008,Back N Fro,Dnyamic,21,46,0,2,2,3000,1.5,0.01926984126984159,0.391304347826087
5009,Back N Fro,Sourced,21,46,0,2,2,3000,1.5,0.01603174603174631,0.30434782608695654
5010,Back N Fro,Static,21,1,0,2,2,3000,2.0,0.04950793650793738,45.0
5011,Back N Fro,Dnyamic,21,1,0,2,2,3000,2.0,0.00779365079365093,6.0
5012,Back N Fro,Sourced,21,1,0,2,2,3000,2.0,0.01603174603174631,14.0
5013,Back N Fro,Static,21,6,0,2,2,3000,2.0,0.04950793650793738,7.5
5014,Back N Fro,Dnyamic,21,6,0,2,2,3000,2.0,0.02200000000000037,3.3333333333333335
5015,Back N Fro,Sourced,21,6,0,2,2,3000,2.0,0.00676190476190487,0.8333333333333334
5016,Back N Fro,Static,21,11,0,2,2,3000,2.0,0.04950793650793738,4.090909090909091
5017,Back N Fro,Dnyamic,21,11,0,2,2,3000,2.0,0.0204603174603178,1.7272727272727273
5018,Back N Fro,Sourced,21,11,0,2,2,3000,2.0,0.00676190476190487,0.45454545454545453
5019,Back N Fro,Static,21,16,0,2,2,3000,2.0,0.04950793650793738,2.8125
5020,Back N Fro,Dnyamic,21,16,0,2,2,3000,2.0,0.00903174603174618,0.5
5021,Back N Fro,Sourced,21,16,0,2,2,3000,2.0,0.00903174603174618,0.5
5022,Back N Fro,Static,21,21,0,2,2,3000,2.0,0.04950793650793738,2.142857142857143
5023,Back N Fro,Dnyamic,21,21,0,2,2,3000,2.0,0.02469841269841313,1.0476190476190477
5024,Back N Fro,Sourced,21,21,0,2,2,3000,2.0,0.01603174603174631,0.6666666666666666
5025,Back N Fro,Static,21,26,0,2,2,3000,2.0,0.04950793650793738,1.7307692307692308
5026,Back N Fro,Dnyamic,21,26,0,2,2,3000,2.0,0.02200000000000037,0.7692307692307693
5027,Back N Fro,Sourced,21,26,0,2,2,3000,2.0,0.01484126984127009,0.5
5028,Back N Fro,Static,21,31,0,2,2,3000,2.0,0.04950793650793738,1.4516129032258065
5029,Back N Fro,Dnyamic,21,31,0,2,2,3000,2.0,0.03066666666666719,0.9032258064516129
5030,Back N Fro,Sourced,21,31,0,2,2,3000,2.0,0.01179365079365098,0.3548387096774194
5031,Back N Fro,Static,21,36,0,2,2,3000,2.0,0.04950793650793738,1.25
5032,Back N Fro,Dnyamic,21,36,0,2,2,3000,2.0,0.02469841269841313,0.6111111111111112
5033,Back N Fro,Sourced,21,36,0,2,2,3000,2.0,0.01834920634920665,0.4722222222222222
5034,Back N Fro,Static,21,41,0,2,2,3000,2.0,0.04950793650793738,1.0975609756097562
5035,Back N Fro,Dnyamic,21,41,0,2,2,3000,2.0,0.02630158730158776,0.5853658536585366
5036,Back N Fro,Sourced,21,41,0,2,2,3000,2.0,0.01926984126984159,0.43902439024390244
5037,Back N Fro,Static,21,46,0,2,2,3000,2.0,0.04950793650793738,0.9782608695652174
5038,Back N Fro,Dnyamic,21,46,0,2,2,3000,2.0,0.01834920634920665,0.3695652173913043
5039,Back N Fro,Sourced,21,46,0,2,2,3000,2.0,0.02350793650793691,0.45652173913043476
5040,Random,Static,21,1,0,2,2,1000,0.5,0.05290476190476195,13.0
5041,Random,Dnyamic,21,1,0,2,2,1000,0.5,0.05790476190476194,14.0
5042,Random,Sourced,21,1,0,2,2,1000,0.5,0.05309523809523815,12.0
5043,Random,Static,21,6,0,2,2,1000,0.5,0.05390476190476194,2.3333333333333335
5044,Random,Dnyamic,21,6,0,2,2,1000,0.5,0.09685714285714297,4.0
5045,Random,Sourced,21,6,0,2,2,1000,0.5,0.04990476190476195,2.0
5046,Random,Static,21,11,0,2,2,1000,0.5,0.07347619047619053,1.6363636363636365
5047,Random,Dnyamic,21,11,0,2,2,1000,0.5,0.05695238095238098,1.2727272727272727
5048,Random,Sourced,21,11,0,2,2,1000,0.5,0.03433333333333337,0.7272727272727273
5049,Random,Static,21,16,0,2,2,1000,0.5,0.07280952380952387,1.125
5050,Random,Dnyamic,21,16,0,2,2,1000,0.5,0.06109523809523813,0.9375
5051,Random,Sourced,21,16,0,2,2,1000,0.5,0.0416666666666667,0.625
5052,Random,Static,21,21,0,2,2,1000,0.5,0.06823809523809532,0.8095238095238095
5053,Random,Dnyamic,21,21,0,2,2,1000,0.5,0.06461904761904769,0.7619047619047619
5054,Random,Sourced,21,21,0,2,2,1000,0.5,0.06271428571428576,0.7142857142857143
5055,Random,Static,21,26,0,2,2,1000,0.5,0.05304761904761907,0.5384615384615384
5056,Random,Dnyamic,21,26,0,2,2,1000,0.5,0.08171428571428581,0.8076923076923077
5057,Random,Sourced,21,26,0,2,2,1000,0.5,0.06200000000000002,0.5769230769230769
5058,Random,Static,21,31,0,2,2,1000,0.5,0.07280952380952387,0.5806451612903226
5059,Random,Dnyamic,21,31,0,2,2,1000,0.5,0.10571428571428579,0.8387096774193549
5060,Random,Sourced,21,31,0,2,2,1000,0.5,0.08585714285714295,0.7096774193548387
5061,Random,Static,21,36,0,2,2,1000,0.5,0.07347619047619054,0.5
5062,Random,Dnyamic,21,36,0,2,2,1000,0.5,0.08747619047619055,0.6111111111111112
5063,Random,Sourced,21,36,0,2,2,1000,0.5,0.0747142857142857,0.5277777777777778
5064,Random,Static,21,41,0,2,2,1000,0.5,0.07719047619047621,0.4634146341463415
5065,Random,Dnyamic,21,41,0,2,2,1000,0.5,0.10438095238095244,0.6341463414634146
5066,Random,Sourced,21,41,0,2,2,1000,0.5,0.05676190476190481,0.34146341463414637
5067,Random,Static,21,46,0,2,2,1000,0.5,0.0730476190476191,0.391304347826087
